Age Group,Treatment,Area,Mean,IntDen,RawIntDen
11moM,E + N treatment,45.78,488.36,22356,1937334
11moM,E + N treatment,209.33,463.82,97089,8413614
11moM,E + N treatment,87.07,494.8,43080,3733251
11moM,E + N treatment,70.35,380.32,26753,2318412
11moM,E + N treatment,24.09,366.99,8842,766279
11moM,E + N treatment,81.1,330.91,26836,2325614
11moM,E + N treatment,2064.33,495.65,1023193,88669092
11moM,E + N treatment,54.4,332.24,18073,1566195
11moM,E + N treatment,37.09,273.23,10133,878157
11moM,E + N treatment,730.81,422.52,308777,26758319
11moM,E + N treatment,54.79,340.9,18678,1618584
11moM,E + N treatment,25.76,392.54,10110,876138
11moM,E + N treatment,155.88,611.35,95294,8258115
11moM,E + N treatment,77.28,399.6,30881,2676145
11moM,E + N treatment,61.91,577.26,35738,3097023
11moM,E + N treatment,22.85,293.12,6697,580367
11moM,E + N treatment,149.98,477.48,71611,6205755
11moM,E + N treatment,59.96,512.58,30734,2663386
11moM,E + N treatment,248.65,493.1,122610,10625319
11moM,E + N treatment,41.67,317.32,13222,1145825
11moM,E + N treatment,51.87,466.37,24190,2096313
11moM,E + N treatment,109.98,382.33,42049,3643966
11moM,E + N treatment,29.16,241.67,7047,610707
11moM,E + N treatment,111.19,421.93,46916,4065722
11moM,E + N treatment,31.92,382.45,12207,1057857
11moM,E + N treatment,34.75,322.78,11215,971904
11moM,E + N treatment,101.78,414.2,42157,3653264
11moM,E + N treatment,98.2,536.9,52724,4569012
11moM,E + N treatment,81.18,711.84,57787,5007781
11moM,E + N treatment,119.2,434.42,51784,4487558
11moM,E + N treatment,142.32,396.82,56474,4893983
11moM,E + N treatment,90.08,806.28,72628,6293841
11moM,E + N treatment,34.33,406.03,13939,1207940
11moM,E + N treatment,27.04,430.07,11628,1007644
11moM,E + N treatment,36.96,270.34,9992,865887
11moM,E + N treatment,44.99,455.49,20494,1775963
11moM,E + N treatment,44.24,281.96,12474,1081026
11moM,E + N treatment,34.12,380.32,12977,1124592
11moM,E + N treatment,52.23,410.28,21428,1856918
11moM,E + N treatment,44.87,414.89,18614,1613081
11moM,E + N treatment,44.19,308.9,13648,1182765
11moM,E + N treatment,50.45,395.22,19939,1727909
11moM,E + N treatment,186.77,403.98,75450,6538403
11moM,E + N treatment,24.04,393.41,9456,819470
11moM,E + N treatment,34.78,347.49,12086,1047344
11moM,E + N treatment,90.23,408.65,36871,3195202
11moM,E + N treatment,115.26,450.99,51980,4504503
11moM,E + N treatment,76.39,353.19,26980,2338103
11moM,E + N treatment,24.54,285.08,6997,606356
11moM,E + N treatment,38.6,306.46,11829,1025115
11moM,E + N treatment,119.63,290.62,34767,3012885
11moM,E + N treatment,509.58,383.4,195372,16930783
11moM,E + N treatment,64.1,395.46,25349,2196760
11moM,E + N treatment,235.08,395.03,92864,8047553
11moM,E + N treatment,41.02,273.91,11236,973745
11moM,E + N treatment,30.14,571.78,17234,1493495
11moM,E + N treatment,46.16,856.49,39534,3425952
11moM,E + N treatment,23.38,709.03,16576,1436495
11moM,E + N treatment,387.62,712.77,276287,23942790
11moM,E + N treatment,88.25,689.25,60829,5271391
11moM,E + N treatment,20.98,677.94,14222,1232497
11moM,E + N treatment,103.05,712.39,73410,6361680
11moM,E + N treatment,52.69,422.72,22273,1930118
11moM,E + N treatment,47.97,486.02,23314,2020381
11moM,E + N treatment,376.38,626.28,235719,20427215
11moM,E + N treatment,97.54,698.09,68093,5900925
11moM,E + N treatment,360.44,616.5,222209,19256429
11moM,E + N treatment,65.29,773.89,50527,4378662
11moM,E + N treatment,43.25,720.56,31164,2700641
11moM,E + N treatment,23.73,371.88,8823,764584
11moM,E + N treatment,38.96,577.3,22490,1948978
11moM,E + N treatment,23.94,715.85,17141,1485396
11moM,E + N treatment,28.75,777.79,22357,1937464
11moM,E + N treatment,41.62,393.1,16362,1417919
11moM,E + N treatment,39.12,525.9,20572,1782788
11moM,E + N treatment,558.54,768.01,428965,37173785
11moM,E + N treatment,70.65,656.78,46398,4020800
11moM,E + N treatment,61.15,475.21,29058,2518119
11moM,E + N treatment,21.81,625.3,13637,1181810
11moM,E + N treatment,30.59,401.72,12289,1064963
11moM,E + N treatment,100.95,621.4,62729,5436025
11moM,E + N treatment,50.08,540.27,27058,2344782
11moM,E + N treatment,25.18,617.55,15549,1347493
11moM,E + N treatment,24.76,489.87,12131,1051265
11moM,E + N treatment,1606.99,889.36,1429190,123852388
11moM,E + N treatment,29.38,501.67,14739,1277241
11moM,E + N treatment,33.18,593.67,19696,1706796
11moM,E + N treatment,66.11,697.63,46120,3996700
11moM,E + N treatment,21.11,833.63,17594,1524705
11moM,E + N treatment,62.01,776.5,48153,4172927
11moM,E + N treatment,41.91,703.54,29486,2555259
11moM,E + N treatment,20.04,615.6,12339,1069304
11moM,E + N treatment,35.82,690.32,24726,2142750
11moM,E + N treatment,58.39,675.71,39455,3419110
11moM,E + N treatment,23.55,495.43,11668,1011165
11moM,E + N treatment,24.97,685.88,17127,1484238
11moM,E + N treatment,43.41,462.76,20089,1740891
11moM,E + N treatment,27.23,635.06,17295,1498734
11moM,E + N treatment,28.73,497.18,14286,1237975
11moM,E + N treatment,23.52,506.3,11907,1031840
11moM,E + N treatment,212.97,488.53,104043,9016314
11moM,E + N treatment,27.36,374.27,10240,887398
11moM,E + N treatment,21.74,426.52,9273,803554
11moM,E + N treatment,32.98,578.74,19087,1654048
11moM,E + N treatment,32.66,576.04,18811,1630184
11moM,E + N treatment,26.09,570.98,14897,1290984
11moM,E + N treatment,69.81,469.47,32776,2840315
11moM,E + N treatment,34.24,461.42,15798,1369020
11moM,E + N treatment,40.88,650.93,26613,2306231
11moM,E + N treatment,37.63,576.78,21704,1880889
11moM,E + N treatment,20.04,468.47,9390,813729
11moM,E + N treatment,31.49,236.69,7454,645919
11moM,E + N treatment,25.87,226.78,5867,508432
11moM,E + N treatment,2447.16,376.65,921719,79875376
11moM,E + N treatment,21.31,215.91,4602,398787
11moM,E + N treatment,116.32,334.08,38860,3367569
11moM,E + N treatment,51.58,254.05,13104,1135589
11moM,E + N treatment,68.69,393.7,27045,2343677
11moM,E + N treatment,176.64,296.75,52416,4542293
11moM,E + N treatment,36.36,248.68,9042,783601
11moM,E + N treatment,183.78,416.41,76526,6631670
11moM,E + N treatment,42.12,210.95,8885,769955
11moM,E + N treatment,34.91,199.45,6962,603329
11moM,E + N treatment,55.72,216.85,12084,1047156
11moM,E + N treatment,116.5,366.97,42753,3704933
11moM,E + N treatment,44.64,216.73,9674,838312
11moM,E + N treatment,90.64,336.13,30468,2640323
11moM,E + N treatment,37.94,239.57,9090,787698
11moM,E + N treatment,33.75,258.16,8714,755123
11moM,E + N treatment,384.93,317.44,122192,10589064
11moM,E + N treatment,3288.03,396.58,1303960,113000129
11moM,E + N treatment,87.55,331.35,29009,2513917
11moM,E + N treatment,82,468.3,38400,3327732
11moM,E + N treatment,153.73,317.09,48746,4224300
11moM,E + N treatment,21.45,303.55,6512,564307
11moM,E + N treatment,31.83,224.98,7160,620498
11moM,E + N treatment,74.22,200.36,14871,1288734
11moM,E + N treatment,43.2,229.8,9928,860353
11moM,E + N treatment,28.43,172.13,4894,424134
11moM,E + N treatment,77.51,420.26,32574,2822858
11moM,E + N treatment,31.34,209.25,6558,568314
11moM,E + N treatment,121.31,343.47,41668,3610935
11moM,E + N treatment,128.56,209.37,26916,2332535
11moM,E + N treatment,350.18,389.15,136271,11809134
11moM,E + N treatment,54.36,296.73,16131,1397889
11moM,E + N treatment,21.66,267.61,5796,502310
11moM,E + N treatment,407.33,261.41,106481,9227571
11moM,E + N treatment,21.18,204.97,4340,376126
11moM,E + N treatment,80.81,301.24,24344,2109613
11moM,E + N treatment,24.06,201.58,4850,420296
11moM,E + N treatment,113.44,273.78,31059,2691534
11moM,E + N treatment,35.12,203.28,7138,618587
11moM,E + N treatment,474.33,417.86,198203,17176108
11moM,E + N treatment,72.76,318.04,23140,2005266
11moM,E + N treatment,33.8,254.46,8600,745303
11moM,E + N treatment,81.28,333.45,27104,2348790
11moM,E + N treatment,137.65,434.02,59745,5177452
11moM,E + N treatment,26.24,186.71,4899,424585
11moM,E + N treatment,28.93,188.03,5440,471383
11moM,E + N treatment,35.66,309.79,11046,957247
11moM,E + N treatment,92.42,270.16,24968,2163688
11moM,E + N treatment,58.97,187.7,11068,959150
11moM,E + N treatment,236.35,282.34,66732,5782976
11moM,E + N treatment,33.89,397.35,13467,1167004
11moM,E + N treatment,29.36,205.83,6042,523626
11moM,E + N treatment,136.82,275.79,37735,3270076
11moM,E + N treatment,26.55,197.58,5246,454640
11moM,E + N treatment,21.43,192.65,4128,357750
11moM,E + N treatment,484.66,485.94,235515,20409524
11moM,E + N treatment,97.61,488.88,47721,4135424
11moM,E + N treatment,36.79,482.27,17742,1537471
11moM,E + N treatment,5001.79,730.23,3652471,316520094
11moM,E + N treatment,30.91,689.04,21301,1845934
11moM,E + N treatment,76,464.2,35279,3057219
11moM,E + N treatment,34.64,375.75,13016,1127986
11moM,E + N treatment,190.49,555.7,105856,9173419
11moM,E + N treatment,32.7,377.42,12343,1069608
11moM,E + N treatment,45.52,392.55,17870,1548627
11moM,E + N treatment,25.24,352.4,8893,770702
11moM,E + N treatment,92.99,470.06,43708,3787734
11moM,E + N treatment,22.19,433.68,9623,833964
11moM,E + N treatment,21.84,401.05,8761,759189
11moM,E + N treatment,46.89,509.6,23893,2070509
11moM,E + N treatment,41.03,511.27,20979,1818061
11moM,E + N treatment,30,403.35,12102,1048717
11moM,E + N treatment,104.7,517.17,54147,4692312
11moM,E + N treatment,150.01,454.62,68198,5910022
11moM,E + N treatment,32.75,382.95,12541,1086818
11moM,E + N treatment,23.47,349.43,8202,710737
11moM,E + N treatment,28.73,476.88,13702,1187436
11moM,E + N treatment,176.81,544.18,96216,8337976
11moM,E + N treatment,57.36,507.25,29097,2521551
11moM,E + N treatment,26.89,592.09,15919,1379559
11moM,E + N treatment,214.07,513.55,109936,9526927
11moM,E + N treatment,49.83,469.65,23401,2027948
11moM,E + N treatment,22.96,336.81,7734,670244
11moM,E + N treatment,24.13,517.55,12488,1082193
11moM,E + N treatment,34.04,742.45,25274,2190214
11moM,E + N treatment,49.63,482.14,23929,2073695
11moM,E + N treatment,29.35,477.18,14003,1213459
11moM,E + N treatment,44.25,442.55,19585,1697188
11moM,E + N treatment,23.39,341.71,7993,692641
11moM,E + N treatment,161.29,385.91,62241,5393794
11moM,E + N treatment,26.78,301.77,8082,700407
11moM,E + N treatment,27.23,333.42,9080,786878
11moM,E + N treatment,344.75,566.31,195237,16919060
11moM,E + N treatment,42,317.03,13316,1153970
11moM,E + N treatment,25.49,391.91,9990,865738
11moM,E + N treatment,129.93,435.33,56565,4901852
11moM,E + N treatment,23.92,453.53,10849,940158
11moM,E + N treatment,90.35,585.67,52918,4585790
11moM,E + N treatment,152.14,442.14,67265,5829111
11moM,E + N treatment,52.96,457.07,24204,2097513
11moM,E + N treatment,66.18,464.54,30743,2664140
11moM,E + N treatment,40.99,505.17,20706,1794345
11moM,E + N treatment,114.6,469.74,53832,4665032
11moM,E + N treatment,78.23,403.13,31535,2732833
11moM,E + N treatment,23.49,338.07,7943,688317
11moM,E + N treatment,20.17,478.37,9649,836191
11moM,E + N treatment,65.15,440.86,28723,2489097
11moM,E + N treatment,286.72,580.94,166568,14434622
11moM,E + N treatment,52.24,446.19,23309,2019898
11moM,E + N treatment,81.03,447.8,36286,3144475
24moF,E + N treatment,63.73,602.52,38400,3327737
24moF,E + N treatment,41.09,518.94,21324,1847945
24moF,E + N treatment,43.68,440.19,19226,1666117
24moF,E + N treatment,22.32,480.66,10727,929604
24moF,E + N treatment,24.9,455.23,11336,982382
24moF,E + N treatment,27.88,514.66,14348,1243407
24moF,E + N treatment,27.86,601.61,16759,1452285
24moF,E + N treatment,54.48,452.55,24654,2136468
24moF,E + N treatment,22.73,527.25,11986,1038688
24moF,E + N treatment,21.89,492.18,10774,933673
24moF,E + N treatment,26.4,630.16,16638,1441805
24moF,E + N treatment,57.34,647.77,37143,3218757
24moF,E + N treatment,33.73,642.56,21674,1878214
24moF,E + N treatment,24.8,636.4,15782,1367621
24moF,E + N treatment,22.99,554.63,12749,1104815
24moF,E + N treatment,29.68,394.97,11723,1015863
24moF,E + N treatment,36.64,398.63,14605,1265646
24moF,E + N treatment,20.92,452.84,9474,820995
24moF,E + N treatment,34.77,568.35,19761,1712432
24moF,E + N treatment,22.77,445.44,10141,878851
24moF,E + N treatment,26.52,422.93,11215,971895
24moF,E + N treatment,39.52,344.85,13629,1181120
24moF,E + N treatment,25.24,503.87,12716,1101953
24moF,E + N treatment,28.83,457.38,13184,1142526
24moF,E + N treatment,29.3,378.78,11098,961713
24moF,E + N treatment,23.48,452.54,10627,920924
24moF,E + N treatment,44.4,427.65,18989,1645607
24moF,E + N treatment,65.14,455.89,29697,2573509
24moF,E + N treatment,38.35,465.46,17848,1546727
24moF,E + N treatment,28.84,548.6,15820,1370959
24moF,E + N treatment,28.12,426.12,11983,1038453
24moF,E + N treatment,48.49,455.14,22069,1912496
24moF,E + N treatment,33.06,352.69,11660,1010451
24moF,E + N treatment,21.23,498,10574,916316
24moF,E + N treatment,42.64,439.14,18724,1622624
24moF,E + N treatment,27.34,371.53,10156,880148
24moF,E + N treatment,25.57,365.67,9351,810327
24moF,E + N treatment,55.21,463.15,25568,2215693
24moF,E + N treatment,60.17,457.26,27512,2384158
24moF,E + N treatment,48.86,681.01,33273,2883387
24moF,E + N treatment,20.3,605.43,12289,1064952
24moF,E + N treatment,20.68,454.49,9398,814449
24moF,E + N treatment,53.52,734.77,39325,3407839
24moF,E + N treatment,80.83,3041.63,245867,21306608
24moF,E + N treatment,82.03,541.96,44459,3852819
24moF,E + N treatment,29.88,482.65,14420,1249591
24moF,E + N treatment,22.81,424.93,9694,840094
24moF,E + N treatment,30.23,440.72,13325,1154695
24moF,E + N treatment,29.63,504,14935,1294273
24moF,E + N treatment,20.61,590.29,12166,1054262
24moF,E + N treatment,66.21,1009.83,66864,5794415
24moF,E + N treatment,34.27,566.41,19412,1682247
24moF,E + N treatment,91.53,500.16,45780,3967299
24moF,E + N treatment,32.23,605.11,19502,1690061
24moF,E + N treatment,43.07,707.4,30464,2640014
24moF,E + N treatment,21.88,475.11,10395,900811
24moF,E + N treatment,259.21,651.63,168908,14637457
24moF,E + N treatment,37,587.69,21742,1884143
24moF,E + N treatment,33.87,408.29,13828,1198341
24moF,E + N treatment,24.49,501.31,12275,1063776
24moF,E + N treatment,31.78,4910.71,156061,13524095
24moF,E + N treatment,32.75,430.42,14096,1221522
24moF,E + N treatment,33.83,756.28,25588,2217401
24moF,E + N treatment,23.4,471.89,11043,957001
24moF,E + N treatment,49.46,466.4,23067,1998975
24moF,E + N treatment,26.78,510.01,13660,1183742
24moF,E + N treatment,29.47,632.73,18648,1615986
24moF,E + N treatment,26.99,622.06,16790,1454996
24moF,E + N treatment,36.04,547.45,19729,1709694
24moF,E + N treatment,58.7,586.67,34438,2984375
24moF,E + N treatment,23.02,482.33,11104,962246
24moF,E + N treatment,24.3,475.47,11555,1001336
24moF,E + N treatment,24.54,567.83,13937,1207773
24moF,E + N treatment,34.15,423.59,14464,1253395
24moF,E + N treatment,37.23,602.34,22423,1943148
24moF,E + N treatment,51.4,653.75,33601,2911811
24moF,E + N treatment,60.12,439.82,26442,2291467
24moF,E + N treatment,30.42,468.98,14265,1236226
24moF,E + N treatment,38.48,578.57,22266,1929522
24moF,E + N treatment,46.12,5010.85,231117,20028382
24moF,E + N treatment,34.16,543.21,18554,1607892
24moF,E + N treatment,26.88,444.6,11949,1035471
24moF,E + N treatment,249.8,608.3,151950,13167876
24moF,E + N treatment,23.01,537.48,12367,1071727
24moF,E + N treatment,25.88,413.95,10714,928488
24moF,E + N treatment,25.56,381.02,9739,843965
24moF,E + N treatment,58.93,496.59,29265,2536064
24moF,E + N treatment,30.12,581.11,17502,1516686
24moF,E + N treatment,42.18,584.93,24670,2137922
24moF,E + N treatment,20.71,527.85,10933,947481
24moF,E + N treatment,23.66,621.09,14692,1273233
24moF,E + N treatment,87.12,849.06,73972,6410375
24moF,E + N treatment,35.63,552.58,19691,1706376
24moF,E + N treatment,33.19,687.65,22821,1977684
24moF,E + N treatment,23.92,456.33,10916,945975
24moF,E + N treatment,45.81,620.55,28428,2463571
24moF,E + N treatment,24.2,558.07,13504,1170269
24moF,E + N treatment,45.03,1079.36,48600,4211677
24moF,E + N treatment,49.09,440.67,21632,1874603
24moF,E + N treatment,24.87,720.59,17919,1552863
24moF,E + N treatment,78.99,529.61,41832,3625147
24moF,E + N treatment,29.5,509.8,15036,1303037
24moF,E + N treatment,45.84,580,26584,2303757
24moF,E + N treatment,23.29,475.6,11075,959760
24moF,E + N treatment,27.9,525.24,14655,1270021
24moF,E + N treatment,22.23,556.05,12358,1070945
24moF,E + N treatment,25.06,655.14,16420,1422961
24moF,E + N treatment,26.37,594.82,15684,1359155
24moF,E + N treatment,39.2,657.24,25763,2232633
24moF,E + N treatment,31.28,674.32,21095,1828074
24moF,E + N treatment,57.81,509.71,29468,2553655
24moF,E + N treatment,24.57,560.2,13763,1192670
24moF,E + N treatment,29.16,449.43,13105,1135705
24moF,E + N treatment,27.03,614.48,16607,1439107
24moF,E + N treatment,20.74,456.04,9457,819497
24moF,E + N treatment,21.83,494.46,10795,935516
24moF,E + N treatment,63.05,508.99,32093,2781126
24moF,E + N treatment,109.89,6181.84,679324,58869688
24moF,E + N treatment,23,471.06,10833,938815
24moF,E + N treatment,37.82,458.89,17353,1503788
24moF,E + N treatment,22.06,496.45,10953,949202
24moF,E + N treatment,22.48,548.91,12339,1069273
24moF,E + N treatment,22.58,389.69,8800,762627
24moF,E + N treatment,29.26,376.43,11016,954635
24moF,E + N treatment,29.35,493.81,14491,1255745
24moF,E + N treatment,32.91,520.64,17135,1484867
24moF,E + N treatment,23.74,487.82,11579,1003454
24moF,E + N treatment,100.12,343.34,34373,2978772
24moF,E + N treatment,53.09,456.62,24243,2100916
24moF,E + N treatment,23.36,558.88,13053,1131169
24moF,E + N treatment,24.29,538.19,13073,1132881
24moF,E + N treatment,26.05,515.94,13437,1164480
24moF,E + N treatment,23.07,473.58,10924,946689
24moF,E + N treatment,38.02,515.4,19597,1698244
24moF,E + N treatment,30.33,492.86,14946,1295224
24moF,E + N treatment,67.92,549.17,37301,3232441
24moF,E + N treatment,33.49,610.27,20436,1771008
24moF,E + N treatment,21.69,514.26,11156,966803
24moF,E + N treatment,32.56,602.62,19624,1700590
24moF,E + N treatment,21.69,697.81,15138,1311880
24moF,E + N treatment,27.56,485.5,13378,1159363
24moF,E + N treatment,102.07,8802.59,898449,77858890
24moF,E + N treatment,22.08,631.72,13945,1208486
24moF,E + N treatment,599.74,866.77,519838,45048743
24moF,E + N treatment,104.03,567.81,59069,5118828
24moF,E + N treatment,146.23,612.12,89508,7756720
24moF,E + N treatment,79.53,8883.1,706473,61222336
24moF,E + N treatment,64.56,682.89,44089,3820751
24moF,E + N treatment,48.21,477.38,23015,1994498
24moF,E + N treatment,27.71,511.79,14180,1228812
24moF,E + N treatment,27.36,365.47,9999,866519
24moF,E + N treatment,36.08,678.11,24469,2120445
24moF,E + N treatment,27.35,419.85,11482,995055
24moF,E + N treatment,44.95,6294.06,282894,24515353
24moF,E + N treatment,23.71,444.71,10546,913880
24moF,E + N treatment,62.71,503.76,31588,2737407
24moF,E + N treatment,34.4,623.38,21444,1858295
24moF,E + N treatment,45.97,5997.48,275723,23893941
24moF,E + N treatment,23.61,482.06,11381,986297
24moF,E + N treatment,5025.47,243.23,1222351,105927918
24moF,E + N treatment,358.27,163.66,58633,5081073
24moF,E + N treatment,44.85,71.12,3190,276460
24moF,E + N treatment,98.51,192.9,19003,1646752
24moF,E + N treatment,120.35,179.46,21597,1871557
24moF,E + N treatment,140,95.9,13426,1163457
24moF,E + N treatment,21.49,86.58,1860,161205
24moF,E + N treatment,36.18,116.99,4232,366760
24moF,E + N treatment,601.21,186.16,111918,9698747
24moF,E + N treatment,72.28,286.78,20729,1796382
24moF,E + N treatment,22.36,140.25,3136,271800
24moF,E + N treatment,20.79,75.93,1579,136821
24moF,E + N treatment,25.79,74.26,1915,165965
24moF,E + N treatment,45.19,123.97,5602,485483
24moF,E + N treatment,20.53,99.27,2038,176609
24moF,E + N treatment,89.45,139.4,12470,1080630
24moF,E + N treatment,26.9,83.86,2256,195473
24moF,E + N treatment,59.86,75.81,4537,393203
24moF,E + N treatment,269.22,178.95,48176,4174927
24moF,E + N treatment,30.05,87.09,2617,226776
24moF,E + N treatment,70.51,152.38,10744,931052
24moF,E + N treatment,44.7,98.67,4411,382255
24moF,E + N treatment,943.78,205.26,193719,16787536
24moF,E + N treatment,201.47,207.37,41779,3620511
24moF,E + N treatment,430.05,195.18,83938,7274033
24moF,E + N treatment,521.66,183.5,95723,8295290
24moF,E + N treatment,202.33,179.8,36379,3152578
24moF,E + N treatment,108.39,105.17,11399,987860
24moF,E + N treatment,371.06,153.7,57031,4942220
24moF,E + N treatment,71.86,127.91,9191,796488
24moF,E + N treatment,25.54,206.79,5281,457636
24moF,E + N treatment,22.51,86.88,1956,169501
24moF,E + N treatment,21.53,134.61,2898,251179
